Autor,Total_Publicacoes,Porcentagem_Publicacoes
ID_7606805059403041,232,0.05095563784598219
ID_5618495903090773,230,0.05051636510593062
ID_5681875789500232,230,0.05051636510593062
ID_1670622312616696,230,0.05051636510593062
ID_1528177121436914,230,0.05051636510593062
ID_2713375538068664,230,0.05051636510593062
ID_0621002533579104,229,0.050296728735904836
ID_3174964298120701,229,0.050296728735904836
ID_0094007714707651,228,0.05007709236587905
ID_2798283991743817,228,0.05007709236587905
ID_2302314954133011,228,0.05007709236587905
ID_6446612054631446,228,0.05007709236587905
ID_0211323355347168,228,0.05007709236587905
ID_0143397497562314,228,0.05007709236587905
ID_7999725101052805,227,0.04985745599585326
ID_9578832375902806,227,0.04985745599585326
ID_0607115205166943,227,0.04985745599585326
ID_1043606043814998,226,0.04963781962582748
ID_2957078821185186,226,0.04963781962582748
ID_6499108085922209,226,0.04963781962582748
ID_2248844091470333,226,0.04963781962582748
ID_0472856771871140,225,0.0494181832558017
ID_7698857382467031,225,0.0494181832558017
ID_6912702802413733,224,0.04919854688577591
ID_2220699289355930,224,0.04919854688577591
ID_7249500407405478,224,0.04919854688577591
ID_7107963864874501,224,0.04919854688577591
ID_8080838290715777,224,0.04919854688577591
ID_7708469164258322,223,0.048978910515750124
ID_3675336131283739,223,0.048978910515750124
ID_9361477493709726,223,0.048978910515750124
ID_0720020819590155,222,0.04875927414572434
ID_3309342336039521,222,0.04875927414572434
ID_3527197809276361,221,0.04853963777569855
ID_2110280056340736,221,0.04853963777569855
ID_1409610093547012,221,0.04853963777569855
ID_3663976246405654,220,0.04832000140567277
ID_0516263904806475,220,0.04832000140567277
ID_6425044612146340,220,0.04832000140567277
ID_4703015447173949,219,0.048100365035646984
ID_2529945687863385,219,0.048100365035646984
ID_3996404760945509,218,0.047880728665621194
ID_6207084434110255,218,0.047880728665621194
ID_3794241680729178,217,0.04766109229559541
ID_8971623116160175,217,0.04766109229559541
ID_5717546460597615,217,0.04766109229559541
ID_9171504422944800,217,0.04766109229559541
ID_0145887238250184,216,0.04744145592556963
ID_0766190838110725,215,0.04722181955554384
ID_5384883934019911,215,0.04722181955554384
ID_1351748125964309,214,0.047002183185518055
ID_3828820650816481,214,0.047002183185518055
ID_8614762185596299,214,0.047002183185518055
ID_3638659317775453,213,0.04678254681549227
ID_0715975668333522,213,0.04678254681549227
ID_3752951275341381,213,0.04678254681549227
ID_3223135002950210,213,0.04678254681549227
ID_1971734589534354,212,0.04656291044546649
ID_0574758575822571,212,0.04656291044546649
ID_5605590098640584,211,0.0463432740754407
ID_8659496864305621,211,0.0463432740754407
ID_6089287551555329,210,0.046123637705414916
ID_0036129846822289,210,0.046123637705414916
ID_6785547194105600,209,0.04590400133538913
ID_6492048904483467,209,0.04590400133538913
ID_1885766127325722,209,0.04590400133538913
ID_0007332204631197,209,0.04590400133538913
ID_0384816069731675,208,0.04568436496536334
ID_8516223928904348,208,0.04568436496536334
ID_7556393484185237,208,0.04568436496536334
ID_5554472337681978,208,0.04568436496536334
ID_6474240798904132,207,0.04546472859533756
ID_3971396576832634,207,0.04546472859533756
ID_0333795175458545,206,0.04524509222531178
ID_1008924786363328,206,0.04524509222531178
ID_6420054948441113,205,0.04502545585528599
ID_1050516524103988,205,0.04502545585528599
ID_4568229398778798,205,0.04502545585528599
ID_8867390850809735,205,0.04502545585528599
ID_4463851260628939,204,0.044805819485260204
ID_0471595469074043,204,0.044805819485260204
ID_7707689065994575,204,0.044805819485260204
ID_5136341885052869,204,0.044805819485260204
ID_2364016372924935,203,0.04458618311523442
ID_6408169127073219,203,0.04458618311523442
ID_2562652838103607,203,0.04458618311523442
ID_0382135664206404,203,0.04458618311523442
ID_4344790398205987,203,0.04458618311523442
ID_3192535148881095,203,0.04458618311523442
ID_5262142272147984,203,0.04458618311523442
ID_6885920219067791,202,0.04436654674520863
ID_8870539749821067,202,0.04436654674520863
ID_6118207071870406,201,0.04414691037518285
ID_7615891473051775,201,0.04414691037518285
ID_3559042497669898,201,0.04414691037518285
ID_1329671245559098,200,0.043927274005157065
ID_7464190101117707,200,0.043927274005157065
ID_0370020634398898,200,0.043927274005157065
ID_7168284647925847,199,0.043707637635131275
ID_4095512091254454,199,0.043707637635131275
ID_5858842244938381,199,0.043707637635131275
ID_6631439861070680,199,0.043707637635131275
ID_1914271225987860,199,0.043707637635131275
ID_7440413221171078,199,0.043707637635131275
ID_8455588138553589,199,0.043707637635131275
ID_4830182825385638,198,0.04348800126510549
ID_1722453671104980,198,0.04348800126510549
ID_3376750892363066,198,0.04348800126510549
ID_0751166458904189,197,0.04326836489507971
ID_0473342349140026,197,0.04326836489507971
ID_7881527576747420,197,0.04326836489507971
ID_3163271519013006,197,0.04326836489507971
ID_2679480309784746,196,0.04304872852505392
ID_4031565135568125,196,0.04304872852505392
ID_1055919327809289,196,0.04304872852505392
ID_1450994881555781,196,0.04304872852505392
ID_7196654947156785,195,0.042829092155028135
ID_3125269649173653,195,0.042829092155028135
ID_3387018530825694,194,0.04260945578500235
ID_4892401475655718,194,0.04260945578500235
ID_3569531507114017,194,0.04260945578500235
ID_4762940910820774,194,0.04260945578500235
ID_6046165866539973,193,0.04238981941497656
ID_2627414712422817,193,0.04238981941497656
ID_6885901755516721,193,0.04238981941497656
ID_5911570002355863,192,0.04217018304495078
ID_0419443097971251,191,0.041950546674924996
ID_6309609498284949,191,0.041950546674924996
ID_4746511137641620,191,0.041950546674924996
ID_5620115591039018,191,0.041950546674924996
ID_5500701970351238,191,0.041950546674924996
ID_3595605534544460,190,0.041730910304899206
ID_9170893104155674,190,0.041730910304899206
ID_3939504645911140,190,0.041730910304899206
ID_6505039023842313,190,0.041730910304899206
ID_1290711673273506,189,0.04151127393487342
ID_2929963416385218,188,0.04129163756484764
ID_3438388225100072,188,0.04129163756484764
ID_3859775879893716,188,0.04129163756484764
ID_1519722333222743,188,0.04129163756484764
ID_7315358137176715,188,0.04129163756484764
ID_2270654658839508,188,0.04129163756484764
ID_8219997657167540,188,0.04129163756484764
ID_1000622852662099,188,0.04129163756484764
ID_9763437636509266,187,0.04107200119482185
ID_4542759243110371,187,0.04107200119482185
ID_4125254830545309,187,0.04107200119482185
ID_4256595317953538,186,0.04085236482479607
ID_1113234690255161,186,0.04085236482479607
ID_2538126257160174,186,0.04085236482479607
ID_0990344839864230,186,0.04085236482479607
ID_0095550072802463,186,0.04085236482479607
ID_2402401592333107,185,0.040632728454770284
ID_2097340857065853,185,0.040632728454770284
ID_7581282834093314,184,0.040413092084744494
ID_7233450359051249,184,0.040413092084744494
ID_2653769170795641,184,0.040413092084744494
ID_3427260889880733,184,0.040413092084744494
ID_0228970585981305,184,0.040413092084744494
ID_5588600593216123,183,0.04019345571471871
ID_3850342002270325,183,0.04019345571471871
ID_7495729402863374,183,0.04019345571471871
ID_0509655225224036,182,0.03997381934469293
ID_6150649178925775,182,0.03997381934469293
ID_5822763057370791,182,0.03997381934469293
ID_3166198706411520,181,0.03975418297466714
ID_4602221579308599,181,0.03975418297466714
ID_2247991541439424,180,0.039534546604641355
ID_3769826743537934,180,0.039534546604641355
ID_7040082970555770,180,0.039534546604641355
ID_3516498227896709,180,0.039534546604641355
ID_1883927036650646,180,0.039534546604641355
ID_9080862012369372,180,0.039534546604641355
ID_8340344332209795,179,0.03931491023461557
ID_8904044191613796,179,0.03931491023461557
ID_4212950768814450,179,0.03931491023461557
ID_2170299963939072,179,0.03931491023461557
ID_5552833362200954,178,0.03909527386458979
ID_1805029396938951,177,0.038875637494564
ID_1123376648713853,177,0.038875637494564
ID_5759795720652106,177,0.038875637494564
ID_3259216014182020,176,0.038656001124538215
ID_6041333024387123,176,0.038656001124538215
ID_1234565160573730,176,0.038656001124538215
ID_7435229418765108,176,0.038656001124538215
ID_2329499237357364,176,0.038656001124538215
ID_7031429231827290,176,0.038656001124538215
ID_7161963144100182,175,0.03843636475451243
ID_0455487141833418,175,0.03843636475451243
ID_2935052598064187,174,0.03821672838448664
ID_7346780267959997,174,0.03821672838448664
ID_1747170505344631,173,0.03799709201446086
ID_2658762200370578,173,0.03799709201446086
ID_5860088594236271,173,0.03799709201446086
ID_0063745071964255,173,0.03799709201446086
ID_3589012014320121,172,0.037777455644435076
ID_0904596179326111,171,0.037557819274409286
ID_1258429277577053,171,0.037557819274409286
ID_2194175558834284,171,0.037557819274409286
ID_2861424806494103,171,0.037557819274409286
ID_2427045424896409,171,0.037557819274409286
ID_1606080164385644,170,0.0373381829043835
ID_3787147041050694,170,0.0373381829043835
ID_8547934593183920,169,0.03711854653435772
ID_2116015069218871,169,0.03711854653435772
ID_0976385386657517,169,0.03711854653435772
ID_5996993884846655,169,0.03711854653435772
ID_6198328194771800,168,0.03689891016433193
ID_0539134068708725,168,0.03689891016433193
ID_4550717883781091,167,0.03667927379430615
ID_2850235880560929,166,0.036459637424280364
ID_2951269593210008,166,0.036459637424280364
ID_4639530865431823,165,0.036240001054254574
ID_4792955482152100,165,0.036240001054254574
ID_3669511350633933,165,0.036240001054254574
ID_2065104260659969,164,0.03602036468422879
ID_8488895049659124,164,0.03602036468422879
ID_7254377052595883,164,0.03602036468422879
ID_7797886762703247,163,0.03580072831420301
ID_1177407730126204,163,0.03580072831420301
ID_8716772787552224,163,0.03580072831420301
ID_3583817683372046,162,0.03558109194417722
ID_1602277501575415,162,0.03558109194417722
ID_2019624495480547,162,0.03558109194417722
ID_7057449448661416,162,0.03558109194417722
ID_5368167403557640,162,0.03558109194417722
ID_6055327284413923,161,0.035361455574151435
ID_0717133384261187,161,0.035361455574151435
ID_8855936483074666,161,0.035361455574151435
ID_8333591932027056,161,0.035361455574151435
ID_8102993969523532,160,0.03514181920412565
ID_2864595160355410,160,0.03514181920412565
ID_2339346345530509,160,0.03514181920412565
ID_9527193250756102,160,0.03514181920412565
ID_8486464868891415,160,0.03514181920412565
ID_4765080870408661,159,0.03492218283409986
ID_7282243679498643,159,0.03492218283409986
ID_3979449149442968,158,0.03470254646407408
ID_7050638697696950,158,0.03470254646407408
ID_2947188782090542,158,0.03470254646407408
ID_9523087479617594,158,0.03470254646407408
ID_1980789059908737,157,0.034482910094048295
ID_2892051287737605,157,0.034482910094048295
ID_3413970389346369,157,0.034482910094048295
ID_6029111646602279,157,0.034482910094048295
ID_8606116806263977,157,0.034482910094048295
ID_2404041740930079,157,0.034482910094048295
ID_1750852376922258,156,0.034263273724022505
ID_1372738121180882,156,0.034263273724022505
ID_7605473235519650,156,0.034263273724022505
ID_1727283700680766,156,0.034263273724022505
ID_6009627088282581,156,0.034263273724022505
ID_8508457798254482,154,0.03382400098397094
ID_0138378882454566,154,0.03382400098397094
ID_6646435354431954,153,0.03360436461394515
ID_0408002839687344,153,0.03360436461394515
ID_4671203889895341,153,0.03360436461394515
ID_5420932551635217,153,0.03360436461394515
ID_8415872554112911,153,0.03360436461394515
ID_4594174520904857,153,0.03360436461394515
ID_8976306450816308,153,0.03360436461394515
ID_1608392890165390,153,0.03360436461394515
ID_5606850513813191,152,0.033384728243919366
ID_4280649883963631,152,0.033384728243919366
ID_7305428791149745,152,0.033384728243919366
ID_0151036146060526,152,0.033384728243919366
ID_1405345303844318,152,0.033384728243919366
ID_5450087410078221,152,0.033384728243919366
ID_2382469130424035,151,0.03316509187389358
ID_6319604227674654,151,0.03316509187389358
ID_6225394638610694,151,0.03316509187389358
ID_6928187292584643,151,0.03316509187389358
ID_0004473428354479,150,0.03294545550386779
ID_5572050278838550,150,0.03294545550386779
ID_5653559772140199,150,0.03294545550386779
ID_7967486980814458,149,0.03272581913384201
ID_0164449213607380,149,0.03272581913384201
ID_7551488096449640,149,0.03272581913384201
ID_9482625774233084,149,0.03272581913384201
ID_4991370267086347,148,0.03250618276381623
ID_0883967020061181,148,0.03250618276381623
ID_1802668440782138,148,0.03250618276381623
ID_3182841849332242,148,0.03250618276381623
ID_4259402010746015,148,0.03250618276381623
ID_3150103492877008,147,0.032286546393790444
ID_8298199857246323,147,0.032286546393790444
ID_7705487128433052,147,0.032286546393790444
ID_0611351138131709,145,0.03184727365373887
ID_8819255631696337,145,0.03184727365373887
ID_6682919653508224,145,0.03184727365373887
ID_2253678905578777,144,0.03162763728371309
ID_8045962313218352,144,0.03162763728371309
ID_7206289057139883,144,0.03162763728371309
ID_7565192274317470,143,0.0314080009136873
ID_6998917765406696,143,0.0314080009136873
ID_5162043375426666,143,0.0314080009136873
ID_2018317447324228,143,0.0314080009136873
ID_2086707959173246,143,0.0314080009136873
ID_6738987664840341,143,0.0314080009136873
ID_7913302545613108,142,0.031188364543661515
ID_1966638146185479,142,0.031188364543661515
ID_4073088744952858,142,0.031188364543661515
ID_7569445393485879,142,0.031188364543661515
ID_3661952638867868,142,0.031188364543661515
ID_4236800519243308,141,0.030968728173635728
ID_2471578430392531,141,0.030968728173635728
ID_8600906973888297,141,0.030968728173635728
ID_5006741787749124,141,0.030968728173635728
ID_3319303431365448,140,0.03074909180360994
ID_2841235947648623,140,0.03074909180360994
ID_3451466269572749,139,0.03052945543358416
ID_1708237858198821,139,0.03052945543358416
ID_7233767393471644,139,0.03052945543358416
ID_6418711808050575,139,0.03052945543358416
ID_9981984419027348,138,0.030309819063558372
ID_0182863293347169,138,0.030309819063558372
ID_6072951820735063,138,0.030309819063558372
ID_4698230094310892,137,0.03009018269353259
ID_5877415967509579,137,0.03009018269353259
ID_2770300692287670,137,0.03009018269353259
ID_1827829018668226,137,0.03009018269353259
ID_0351531509597193,137,0.03009018269353259
ID_2169077750473763,136,0.029870546323506802
ID_0774104601063155,136,0.029870546323506802
ID_8509299951934973,136,0.029870546323506802
ID_3012908001422868,136,0.029870546323506802
ID_6604074224038905,136,0.029870546323506802
ID_1262866723506084,136,0.029870546323506802
ID_0203267762283972,136,0.029870546323506802
ID_6911356765220023,136,0.029870546323506802
ID_7591029585871788,135,0.029650909953481016
ID_5625607708848040,134,0.029431273583455233
ID_6807553800607803,134,0.029431273583455233
ID_5428410587250830,134,0.029431273583455233
ID_1729487902904332,134,0.029431273583455233
ID_4627360041573918,133,0.029211637213429446
ID_7618815981603087,133,0.029211637213429446
ID_1049734269570870,133,0.029211637213429446
ID_0293321489114247,133,0.029211637213429446
ID_6086190357278633,132,0.02899200084340366
ID_3350273914280971,132,0.02899200084340366
ID_5113998301069032,132,0.02899200084340366
ID_4692364565124711,132,0.02899200084340366
ID_8852973471847843,132,0.02899200084340366
ID_4854372533657671,131,0.028772364473377877
ID_0821562324429813,131,0.028772364473377877
ID_1103843322667635,131,0.028772364473377877
ID_5215677939309020,131,0.028772364473377877
ID_5105401635003548,131,0.028772364473377877
ID_9973065319516772,130,0.02855272810335209
ID_5828464492633734,130,0.02855272810335209
ID_5104380991908142,128,0.02811345536330052
ID_1616454163444935,128,0.02811345536330052
ID_7927685281122435,128,0.02811345536330052
ID_4006510528939253,128,0.02811345536330052
ID_2703079636251098,128,0.02811345536330052
ID_1387531666012807,127,0.027893818993274734
ID_1896106488323757,127,0.027893818993274734
ID_0247863649039393,127,0.027893818993274734
ID_6150944383255830,126,0.027674182623248948
ID_6813736989856243,126,0.027674182623248948
ID_6572298923055649,126,0.027674182623248948
ID_4750709016042276,126,0.027674182623248948
ID_6898659315585888,125,0.027454546253223164
ID_0447165000513961,125,0.027454546253223164
ID_1106609472179988,124,0.027234909883197378
ID_1840336983035010,124,0.027234909883197378
ID_7686288360297015,124,0.027234909883197378
ID_1721596116332386,124,0.027234909883197378
ID_6509414402989975,123,0.02701527351317159
ID_4713778521629486,123,0.02701527351317159
ID_6886593430683676,123,0.02701527351317159
ID_3551809247862378,122,0.02679563714314581
ID_0737720586420784,122,0.02679563714314581
ID_8280978457776741,122,0.02679563714314581
ID_0251394799200508,121,0.026576000773120022
ID_5465930712415985,121,0.026576000773120022
ID_1383177933306046,121,0.026576000773120022
ID_2011798051420211,121,0.026576000773120022
ID_6286838179330044,121,0.026576000773120022
ID_5194381227316437,121,0.026576000773120022
ID_6804862188196445,121,0.026576000773120022
ID_7328854929044759,120,0.02635636440309424
ID_1511271976880714,120,0.02635636440309424
ID_1508456345535914,120,0.02635636440309424
ID_1132672107627968,120,0.02635636440309424
ID_0442161398765567,119,0.026136728033068452
ID_3446817929796674,119,0.026136728033068452
ID_0229339143607870,119,0.026136728033068452
ID_4073113061295309,119,0.026136728033068452
ID_0061972656195816,119,0.026136728033068452
ID_2887736963561252,119,0.026136728033068452
ID_5266453653764376,119,0.026136728033068452
ID_4933326132948063,119,0.026136728033068452
ID_9342074717900720,118,0.025917091663042666
ID_5456839333813472,118,0.025917091663042666
ID_7417258240533689,118,0.025917091663042666
ID_0831151849844477,117,0.025697455293016883
ID_4894706050600687,117,0.025697455293016883
ID_4985544206160545,117,0.025697455293016883
ID_2854771102810220,117,0.025697455293016883
ID_9836776931160228,117,0.025697455293016883
ID_5571899755175457,116,0.025477818922991096
ID_9279262545449206,116,0.025477818922991096
ID_1124100372440117,115,0.02525818255296531
ID_8817420732602033,115,0.02525818255296531
ID_5680428710939826,115,0.02525818255296531
ID_7853140708995178,114,0.025038546182939526
ID_1066462335621573,114,0.025038546182939526
ID_2985658685449858,114,0.025038546182939526
ID_3870300970951275,114,0.025038546182939526
ID_5415710300902388,114,0.025038546182939526
ID_1104988511999827,113,0.02481890981291374
ID_7279612728721005,113,0.02481890981291374
ID_8336765967978370,113,0.02481890981291374
ID_5923720330718235,113,0.02481890981291374
ID_0681322721384641,112,0.024599273442887953
ID_7014991384513854,112,0.024599273442887953
ID_4254001833729264,112,0.024599273442887953
ID_7525404075009709,112,0.024599273442887953
ID_6072065135325168,112,0.024599273442887953
ID_3730620853566536,112,0.024599273442887953
ID_7088639503480810,112,0.024599273442887953
ID_3867942762661182,112,0.024599273442887953
ID_0232526330657129,111,0.02437963707286217
ID_8892860312621183,111,0.02437963707286217
ID_3470407274471561,110,0.024160000702836384
ID_0144465590218939,110,0.024160000702836384
ID_8918399592544099,110,0.024160000702836384
ID_8972547506863523,109,0.023940364332810597
ID_4767998352165705,109,0.023940364332810597
ID_0211300683784278,109,0.023940364332810597
ID_6710074203174471,109,0.023940364332810597
ID_1896514405880465,108,0.023720727962784814
ID_0627069259285805,108,0.023720727962784814
ID_1326529185989327,108,0.023720727962784814
ID_1619120304203132,108,0.023720727962784814
ID_1339618330655263,108,0.023720727962784814
ID_5990729462575602,108,0.023720727962784814
ID_2391615767440759,108,0.023720727962784814
ID_7821202163306775,107,0.023501091592759028
ID_9896747816468168,107,0.023501091592759028
ID_4120322936662925,107,0.023501091592759028
ID_5635972225700254,107,0.023501091592759028
ID_3738807633557034,107,0.023501091592759028
ID_0535860239259102,107,0.023501091592759028
ID_0084300900034108,107,0.023501091592759028
ID_4928616387172275,106,0.023281455222733245
ID_9856332816841794,106,0.023281455222733245
ID_3753627053150603,105,0.023061818852707458
ID_8209219651894646,105,0.023061818852707458
ID_7634526007103037,105,0.023061818852707458
ID_4679068868095356,105,0.023061818852707458
ID_8400994037688251,104,0.02284218248268167
ID_5557224649687028,104,0.02284218248268167
ID_2513765362378596,104,0.02284218248268167
ID_6712204853062196,104,0.02284218248268167
ID_1190700200800606,103,0.02262254611265589
ID_3059638279617376,103,0.02262254611265589
ID_3886712611757992,103,0.02262254611265589
ID_2538824540800669,102,0.022402909742630102
ID_3417734567782570,102,0.022402909742630102
ID_8273262094488441,102,0.022402909742630102
ID_2046981671187343,102,0.022402909742630102
ID_9222328149519812,102,0.022402909742630102
ID_0170762259145267,102,0.022402909742630102
ID_9071551767043294,101,0.022183273372604315
ID_5984945942545807,101,0.022183273372604315
ID_0202840339575079,101,0.022183273372604315
ID_7866377101423210,101,0.022183273372604315
ID_1878688743763378,101,0.022183273372604315
ID_4937676152604286,100,0.021963637002578532
ID_9106641700554750,100,0.021963637002578532
ID_5014603660790632,100,0.021963637002578532
ID_6775629541151867,100,0.021963637002578532
ID_4054756781423727,100,0.021963637002578532
ID_4287647692016596,100,0.021963637002578532
ID_4895231407900749,100,0.021963637002578532
ID_7864739127485412,100,0.021963637002578532
ID_4842733764531027,99,0.021744000632552746
ID_8671745801940831,99,0.021744000632552746
ID_2515147908021339,99,0.021744000632552746
ID_6155202940087696,98,0.02152436426252696
ID_7385883792624886,98,0.02152436426252696
ID_6405951782839858,98,0.02152436426252696
ID_5330038705900274,98,0.02152436426252696
ID_7304216246785522,98,0.02152436426252696
ID_2924634223083790,98,0.02152436426252696
ID_1241656328850074,98,0.02152436426252696
ID_9092018794878372,97,0.021304727892501176
ID_3774796917452801,97,0.021304727892501176
ID_4051248293039990,96,0.02108509152247539
ID_5978913916143327,96,0.02108509152247539
ID_7053039409324203,96,0.02108509152247539
ID_0263742679377591,95,0.020865455152449603
ID_0378897709136226,95,0.020865455152449603
ID_0653707912025034,95,0.020865455152449603
ID_1601050225496140,95,0.020865455152449603
ID_6167112361623319,95,0.020865455152449603
ID_6374279398246756,94,0.02064581878242382
ID_8393091904397047,94,0.02064581878242382
ID_4061301060228632,94,0.02064581878242382
ID_2275032719586397,94,0.02064581878242382
ID_6212006974231025,94,0.02064581878242382
ID_1361624597372651,93,0.020426182412398033
ID_7927416076958362,93,0.020426182412398033
ID_1085274416109765,93,0.020426182412398033
ID_2377601975207604,92,0.020206546042372247
ID_3792275882221002,92,0.020206546042372247
ID_1450381701086387,92,0.020206546042372247
ID_1138639549823932,92,0.020206546042372247
ID_0370224663642100,91,0.019986909672346464
ID_5012323059073352,91,0.019986909672346464
ID_8542579855895033,91,0.019986909672346464
ID_7358557068732556,91,0.019986909672346464
ID_5994153651109853,91,0.019986909672346464
ID_1133302125160725,90,0.019767273302320677
ID_4643189791834470,89,0.019547636932294894
ID_7909389621807467,89,0.019547636932294894
ID_2121686219033754,89,0.019547636932294894
ID_7137178343756327,89,0.019547636932294894
ID_2506452256257692,89,0.019547636932294894
ID_3066548138105145,88,0.019328000562269108
ID_6217509029802638,88,0.019328000562269108
ID_3150074537946167,88,0.019328000562269108
ID_6654943686635661,88,0.019328000562269108
ID_5936682335701497,88,0.019328000562269108
ID_3172179226768630,87,0.01910836419224332
ID_5391801774050611,87,0.01910836419224332
ID_0214033967250240,87,0.01910836419224332
ID_6171517695707255,87,0.01910836419224332
ID_7299082066704598,87,0.01910836419224332
ID_8664169441117482,86,0.018888727822217538
ID_1324132789176127,86,0.018888727822217538
ID_8413008847105670,86,0.018888727822217538
ID_0883514984489904,86,0.018888727822217538
ID_1525717947689076,86,0.018888727822217538
ID_1990435630619505,85,0.01866909145219175
ID_0600862973859542,85,0.01866909145219175
ID_2931270888717344,85,0.01866909145219175
ID_4608001746330875,85,0.01866909145219175
ID_3362937671462104,84,0.018449455082165965
ID_3874886795138290,84,0.018449455082165965
ID_9513562131313692,84,0.018449455082165965
ID_8355947667910941,84,0.018449455082165965
ID_2680905746363331,83,0.018229818712140182
ID_8133660776746187,83,0.018229818712140182
ID_1218389465274602,83,0.018229818712140182
ID_1154078371182103,83,0.018229818712140182
ID_1263334983122560,82,0.018010182342114395
ID_4758706187939581,82,0.018010182342114395
ID_1433102143096276,82,0.018010182342114395
ID_1153835367118420,82,0.018010182342114395
ID_4671775690334406,81,0.01779054597208861
ID_3852736184581900,81,0.01779054597208861
ID_6044001261072009,81,0.01779054597208861
ID_0530966378411625,81,0.01779054597208861
ID_2382340975364628,81,0.01779054597208861
ID_5968839321163534,81,0.01779054597208861
ID_2715614477658559,81,0.01779054597208861
ID_8192385731123737,80,0.017570909602062826
ID_2397508258376320,80,0.017570909602062826
ID_5065411466998527,80,0.017570909602062826
ID_8643734175886873,80,0.017570909602062826
ID_9274887847308980,80,0.017570909602062826
ID_8655706520516310,79,0.01735127323203704
ID_2145668168587564,79,0.01735127323203704
ID_6531889931012965,78,0.017131636862011253
ID_3493325384040150,78,0.017131636862011253
ID_0101573130155769,78,0.017131636862011253
ID_8616379159674273,78,0.017131636862011253
ID_3635180022332691,78,0.017131636862011253
ID_3950127945486168,78,0.017131636862011253
ID_4367729354437118,78,0.017131636862011253
ID_6799776599317117,78,0.017131636862011253
ID_4341858493092611,77,0.01691200049198547
ID_4353834821288043,77,0.01691200049198547
ID_8703127071027272,77,0.01691200049198547
ID_2768799008412205,77,0.01691200049198547
ID_7721483148298785,77,0.01691200049198547
ID_1324927877730882,77,0.01691200049198547
ID_2522219947489545,76,0.016692364121959683
ID_7421096523152034,76,0.016692364121959683
ID_7583826391876379,76,0.016692364121959683
ID_5349740107277233,76,0.016692364121959683
ID_0350919410439022,75,0.016472727751933897
ID_4393307698703691,75,0.016472727751933897
ID_4739118307577897,75,0.016472727751933897
ID_4751064542106755,75,0.016472727751933897
ID_9904579095302578,74,0.016253091381908114
ID_1046967561370777,74,0.016253091381908114
ID_4216801992845696,74,0.016253091381908114
ID_0717367953543712,74,0.016253091381908114
ID_9002048584203951,74,0.016253091381908114
ID_1065092574463217,74,0.016253091381908114
ID_8238856071147246,74,0.016253091381908114
ID_7170508510503648,74,0.016253091381908114
ID_2784703187800324,74,0.016253091381908114
ID_0731606611183670,74,0.016253091381908114
ID_2363575151206774,73,0.016033455011882327
ID_7754410281265624,73,0.016033455011882327
ID_4296348942225215,73,0.016033455011882327
ID_9140990601961322,73,0.016033455011882327
ID_9385929088657818,72,0.015813818641856544
ID_2460757456354875,72,0.015813818641856544
ID_7003614933284367,72,0.015813818641856544
ID_6435692548198017,71,0.015594182271830757
ID_3332983150165256,71,0.015594182271830757
ID_6491144323495041,70,0.01537454590180497
ID_5249973626810280,70,0.01537454590180497
ID_7594033934995220,70,0.01537454590180497
ID_7908961016619339,70,0.01537454590180497
ID_8237569228020224,70,0.01537454590180497
ID_0226659493503879,70,0.01537454590180497
ID_4626372929936792,70,0.01537454590180497
ID_3935638786776109,69,0.015154909531779186
ID_3497475658439763,69,0.015154909531779186
ID_7605544176812022,69,0.015154909531779186
ID_7112751029135541,69,0.015154909531779186
ID_6963964477157013,69,0.015154909531779186
ID_4027612512091565,69,0.015154909531779186
ID_7817033448036400,68,0.014935273161753401
ID_3795357176730340,67,0.014715636791727616
ID_1122362218673413,67,0.014715636791727616
ID_4285855851606713,67,0.014715636791727616
ID_3452982259415951,67,0.014715636791727616
ID_7112277465715838,67,0.014715636791727616
ID_9936034232663152,66,0.01449600042170183
ID_8032871065166582,66,0.01449600042170183
ID_8599181647215929,65,0.014276364051676045
ID_1078442022852928,65,0.014276364051676045
ID_8884263402852992,65,0.014276364051676045
ID_1272997735344283,65,0.014276364051676045
ID_5034796789305260,64,0.01405672768165026
ID_7011592935958198,64,0.01405672768165026
ID_2413108146059860,64,0.01405672768165026
ID_0890857354198687,63,0.013837091311624474
ID_6261175351521953,63,0.013837091311624474
ID_6306096928606380,63,0.013837091311624474
ID_8797735093080763,62,0.013617454941598689
ID_6801014238742352,62,0.013617454941598689
ID_9350794843721516,61,0.013397818571572904
ID_7050204388811935,61,0.013397818571572904
ID_3632313056549978,60,0.01317818220154712
ID_4872607031009070,60,0.01317818220154712
ID_4670907354729674,60,0.01317818220154712
ID_3621433615334969,59,0.012958545831521333
ID_7181547335252993,59,0.012958545831521333
ID_4068903193779093,59,0.012958545831521333
ID_8827447995496589,58,0.012738909461495548
ID_1976491943464607,58,0.012738909461495548
ID_4319412527458142,58,0.012738909461495548
ID_8856264804055285,58,0.012738909461495548
ID_3563923906851611,57,0.012519273091469763
ID_1868743035556083,57,0.012519273091469763
ID_8948217221748469,56,0.012299636721443977
ID_1162362624079364,56,0.012299636721443977
ID_0521334155968808,56,0.012299636721443977
ID_6473783273255196,56,0.012299636721443977
ID_8935551668939735,55,0.012080000351418192
ID_3961773765127529,55,0.012080000351418192
ID_1416717596426384,55,0.012080000351418192
ID_4629575839285869,55,0.012080000351418192
ID_0668341723493631,55,0.012080000351418192
ID_1780902767520967,55,0.012080000351418192
